name,description,exchange,industry,close,SMA10,SMA20,SMA30,SMA50,SMA100,SMA150,SMA200,EMA10,EMA21,high,low,ADRP,ATRP,atr_abs,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,rvol,gap_pct,market_cap_basic,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,sma20_distance_pct,ema21_atr_dist,day_range_atr,lod_atr_pct,bb_width,ma_spread_pct,above_all_mas,ma_aligned,ema_aligned,above_sma200,near_sma20,near_ema,range_tight,adr_tight,bb_tight,plan_tight,wide_day,lod_ok,rvol_ok,rvol_pass,rvol_expand,ma_coiled,earnings_date,earnings_soon,large_gap,hard_rule_passes,hard_rule_fails,tightness_flags,focus_score,tradingview_url,is_top_1m,is_top_3m,is_top_6m
APPN,Appian Corporation,NASDAQ,Packaged Software,38.53,36.91,38.45,37.38,32.83,27.65,26.48,28.19,37.49,37.01,38.75,36.24,5.22,5.52,2.13,947160.0,880521.5333333333,33926495.0,32910079.0,0.16,-0.24,2759838234.6053333,9.24,76,79.79,17,51.28,105,46.77,3.14,0.21,0.74,1.18,107.7,0.262,31.06,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,2026-10-29,False,False,4,"LoD>60% ATR, thin RVOL","EMA, near21",7,https://www.tradingview.com/chart/?symbol=NASDAQ:APPN&interval=D,False,True,False
FCEL,"FuelCell Energy, Inc.",NASDAQ,Electronic Equipment/Instruments,17.68,15.91,17.0,18.28,19.34,19.77,15.7,13.82,16.31,17.18,17.91,16.3,7.29,10.11,1.79,6626510.099999997,7575833.899999994,133978623.0,138502658.0,0.64,5.29,1413989904.9164517,-16.5,357,-14.48,264,163.96,18,44.32,-0.85,4.05,0.29,0.9,77.4,0.394,33.65,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,2026-12-17,False,True,3,"LoD>60% ATR, thin RVOL, large gap",near21,4,https://www.tradingview.com/chart/?symbol=NASDAQ:FCEL&interval=D,False,False,True
BB,BlackBerry Limited,NYSE,Packaged Software,8.11,7.75,7.87,8.17,8.59,8.47,6.88,6.13,7.83,7.98,8.19,7.73,4.05,4.8,0.39,8512651.9,9158392.733333342,74304788.0,74861710.0,0.62,2.62,4755208809.040337,-4.66,193,-9.8,239,146.6,21,44.05,-1.15,3.13,0.35,1.18,98.4,0.132,30.25,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,2026-09-24,False,True,3,"LoD>60% ATR, thin RVOL, large gap",near21,3,https://www.tradingview.com/chart/?symbol=NYSE:BB&interval=D,False,False,True
PARR,"Par Pacific Holdings, Inc. Common Stock",NYSE,Oil Refining/Marketing,85.1,83.21,80.17,78.86,78.12,68.39,63.82,57.57,83.03,81.1,85.88,83.05,5.04,5.16,4.39,775934.9000000015,895050.966666667,76173313.0,70582973.0,0.28,-1.93,4263728956.017196,3.25,122,69.9,21,45.7,119,39.62,1.73,6.15,0.96,0.64,46.8,0.185,30.12,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,2026-11-09,False,False,5,thin RVOL,"EMA, near21, ADR",9,https://www.tradingview.com/chart/?symbol=NYSE:PARR&interval=D,False,True,False
WDAY,"Workday, Inc.",NASDAQ,Information Technology Services,197.94,191.64,194.65,192.3,174.95,151.95,145.29,158.84,192.18,190.45,201.0,183.6,4.18,4.62,9.14,2408916.0,4163033.6333333333,824030877.0,800557612.0,0.81,-0.02,47703538604.215164,1.35,141,65.65,23,49.93,108,38.98,2.85,1.69,0.85,1.9,156.9,0.128,24.94,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,2026-12-01,False,False,5,LoD>60% ATR,"EMA, near21",7,https://www.tradingview.com/chart/?symbol=NASDAQ:WDAY&interval=D,False,True,False
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,8.38,8.62,8.43,7.74,7.06,6.57,6.75,7.45,8.45,8.15,8.48,8.1,6.39,6.79,0.57,8147805.3,8528067.000000024,71465201.0,66047036.0,0.4,2.38,1820333791.1027567,32.59,14,55.47,36,9.11,220,32.39,2.76,-0.58,0.41,0.66,49.2,0.183,24.4,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,2026-11-12,False,True,4,"thin RVOL, large gap","near21, ADR",7,https://www.tradingview.com/chart/?symbol=NASDAQ:SBET&interval=D,True,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,80.97,78.37,81.88,77.99,68.62,62.53,67.92,74.35,80.15,78.57,81.99,78.61,6.0,5.92,4.8,1142928.1,1486061.8666666667,120326429.0,115892268.0,0.1,0.0,3388554904.260074,7.27,98,95.39,10,-9.05,301,31.2,3.04,-1.12,0.52,0.7,49.2,0.226,23.91,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,2026-11-05,False,False,5,thin RVOL,"EMA, near21, ADR",8,https://www.tradingview.com/chart/?symbol=NASDAQ:WIX&interval=D,False,True,False
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,23.92,24.57,24.26,22.33,20.06,19.09,19.66,22.1,24.09,23.34,24.58,23.22,6.62,7.08,1.69,42118634.5,40972738.06666667,980067895.0,915044159.0,0.47,2.87,14429174657.459011,30.43,17,49.87,40,13.1,206,31.13,2.72,-1.4,0.35,0.8,41.1,0.19,22.92,False,False,False,True,True,True,True,False,False,True,False,True,False,True,False,False,2026-11-20,False,True,5,large gap,near21,6,https://www.tradingview.com/chart/?symbol=NYSE:BMNR&interval=D,True,False,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,280.78,263.64,237.29,232.23,225.26,253.49,223.61,198.01,260.11,246.26,288.0,275.53,5.25,6.72,18.87,14300061.2,12589514.266666668,3534885075.0,2923721691.0,0.48,4.86,82697413666.55705,27.19,20,-5.65,222,67.78,76,29.77,3.67,18.33,2.09,0.66,27.8,0.477,23.37,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,2026-10-29,False,True,5,large gap,EMA,7,https://www.tradingview.com/chart/?symbol=NYSE:BE&interval=D,True,False,False
BLSH,Bullish,NYSE,Packaged Software,34.46,35.07,33.57,30.67,27.79,30.0,32.2,33.85,34.33,32.78,34.79,32.7,6.2,6.85,2.36,1518343.2,1621994.3666666667,55893764.0,49751968.0,0.33,3.68,5179399087.923126,40.71,8,43.28,51,-12.87,322,23.71,3.5,2.64,0.75,0.89,74.5,0.256,21.13,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,2026-11-25,False,True,3,"LoD>60% ATR, thin RVOL, large gap","EMA, near21",6,https://www.tradingview.com/chart/?symbol=NYSE:BLSH&interval=D,True,False,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,130.3,133.94,129.47,118.64,109.58,124.99,129.31,137.12,130.44,125.85,133.12,127.79,5.82,6.43,8.38,21699491.3,24648959.766666666,3211759458.0,2924270424.0,0.42,2.95,50064584107.07164,35.96,9,10.76,141,-6.57,294,13.38,2.94,0.64,0.55,0.64,30.0,0.237,21.14,False,False,False,False,True,True,True,True,False,True,False,True,False,True,False,False,2026-11-04,False,True,4,"below 200-MA, large gap","near21, ADR",6,https://www.tradingview.com/chart/?symbol=NASDAQ:MSTR&interval=D,True,False,False
BTDR,Bitdeer Technologies Group,NASDAQ,Data Processing Services,11.54,11.79,11.31,10.66,11.05,13.19,11.9,12.01,11.44,11.27,11.94,11.12,6.75,8.2,0.95,8759090.7,13086452.8,150952233.0,139540846.0,0.34,4.35,3135008134.007706,27.74,19,-36.67,391,35.55,140,8.87,0.54,2.0,0.29,0.87,43.9,0.238,18.6,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,2026-11-16,False,True,3,"thin RVOL, below 200-MA, large gap","EMA, near21",6,https://www.tradingview.com/chart/?symbol=NASDAQ:BTDR&interval=D,True,False,False
RBLX,Roblox Corporation,NYSE,Packaged Software,47.54,46.1,42.67,40.88,44.06,45.8,50.57,58.04,46.19,44.12,48.79,46.85,4.58,4.93,2.34,9126810.5,10838619.2,515267957.0,443097204.0,0.23,1.52,33961432119.241833,25.6,22,-2.92,211,-16.72,341,1.99,1.6,11.42,1.57,0.83,29.4,0.384,32.35,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,2026-11-11,False,False,5,below 200-MA,EMA,5,https://www.tradingview.com/chart/?symbol=NYSE:RBLX&interval=D,True,False,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,6.16,3.85,3.1,3.16,3.99,10.48,14.43,23.4,4.62,3.87,6.67,6.13,20.83,22.31,1.37,30258027.8,10713751.941666666,65995641.0,33892847.0,0.02,-7.86,49756541.21082858,81.6,4,-48.08,433,-67.92,450,-11.47,2.44,98.89,2.65,0.39,2.2,2.463,329.63,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,,False,True,3,"thin RVOL, below 200-MA, large gap","EMA, ADR",6,https://www.tradingview.com/chart/?symbol=NASDAQ:FTFT&interval=D,True,False,False
CAPR,"Capricor Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,9.51,8.85,8.78,7.64,10.54,19.66,23.11,23.5,8.86,8.86,9.79,8.82,7.84,10.9,1.04,2694543.6,8728269.366666667,83005842.0,66665067.0,0.8,4.32,552901807.7873832,26.8,21,-66.37,450,-69.54,452,-36.37,-0.9,8.36,0.67,0.94,66.6,0.484,154.83,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,2026-11-17,False,True,2,"LoD>60% ATR, thin RVOL, below 200-MA, large gap",near21,3,https://www.tradingview.com/chart/?symbol=NASDAQ:CAPR&interval=D,True,False,False
